organisationID,country,nace_2d,nace_4d,nace_section,ht_oecd,ht_oecd_thesis,ht_calvino,ht_pavitt,ht_pavitt_broad,primary_instrument,primary_instrument_thesis,independence,first_grant_year,last_year,offset,ec_predetermined,ec_was_fixed,log_ec,rev_growth,emp_growth,log_rev_pre,log_emp_pre,log_assets_pre,pm_pre,keep_rev,keep_emp
949744655.0,IT,26,2620.0,C,1,1,0,1,1,Collaborative,Collaborative,Subsidiary,2016,2024.0,8.0,245000.0,0,12.409013489526863,,,,,,,False,False
952735456.0,IT,73,7320.0,M,0,0,1,0,1,Collaborative,Collaborative,Subsidiary,2015,2024.0,9.0,108000.0,0,11.589886506106357,,,,,,,False,False
889581375.0,Other,79,7912.0,N,0,0,1,0,0,Collaborative,Collaborative,Subsidiary,2023,2024.0,1.0,253125.0,0,12.44163871684294,1.4725478470391629,,10.360510179506381,,10.126826862790145,-12.351666666666667,False,False
960082139.0,Other,62,6209.0,J,0,1,1,1,1,Collaborative,Collaborative,Subsidiary,2015,2024.0,9.0,487375.0,0,13.096789126284898,,,,,,,False,False
906477611.0,IT,73,7311.0,M,0,0,1,0,1,Collaborative,Collaborative,Subsidiary,2020,2024.0,4.0,55375.0,0,10.921883507347436,0.987136268819425,1.3862943611198906,6.182291496945648,1.6094379124341003,5.515815009675421,2.0130000000000003,True,True
914502324.0,DK,79,7990.0,N,0,0,1,0,0,Collaborative,Collaborative,Unknown,2018,2025.0,7.0,23753.75,0,10.075495691735567,,,,,,,False,False
954706302.0,SE,62,6202.0,J,0,1,1,1,1,Collaborative,Collaborative,Unknown,2020,2025.0,5.0,383550.0,0,12.857225269387442,1.3224741464871084,0.7753852787969171,7.319182322462057,2.8622008809294686,7.105894307729056,4.452999999999999,True,True
998565434.0,CZ,94,9411.0,S,0,0,1,0,0,Collaborative,Collaborative,Unknown,2021,2019.0,-2.0,25000.0,0,10.126631103850338,,,,,,,False,False
905017567.0,ES,71,7112.0,M,0,0,1,0,1,SME,SME,Subsidiary,2018,2024.0,6.0,50000.0,0,10.819778284410283,,,,,,,False,False
911525006.0,SE,72,7219.0,M,1,1,1,1,1,Collaborative,Collaborative,Independent,2018,2024.0,6.0,50000.0,0,10.819778284410283,,,,,,,False,False
939860549.0,FI,94,9411.0,S,0,0,1,0,0,Collaborative,Collaborative,Unknown,2015,2024.0,9.0,97987.5,0,11.492595198496977,,,,,,,False,False
919849546.0,IT,71,7120.0,M,0,0,1,0,1,Collaborative,Collaborative,Unknown,2019,2025.0,6.0,74481.0,0,11.218299338284016,-0.3171908441760305,0.04445176257083361,9.624477965137253,3.091042453358316,9.156569484572467,0.923,True,True
924471984.0,NO,33,3315.0,C,0,0,0,0,1,SME,SME,Partial,2016,2024.0,8.0,50000.0,0,10.819778284410283,,,,,,,False,False
949694894.0,SE,72,7219.0,M,1,1,1,1,1,Collaborative,Collaborative,Subsidiary,2017,2024.0,7.0,186683.75,0,12.137171287712862,,,,,,,False,False
900239250.0,IT,62,6209.0,J,0,1,1,1,1,Collaborative,Collaborative,Subsidiary,2020,2025.0,5.0,109375.0,0,11.602537623659915,,,,,,,False,False
999735060.0,IT,26,2612.0,C,1,1,0,1,1,Collaborative,Collaborative,Partial,2017,2024.0,7.0,202888.6,0,12.22041233892249,,,,,,,False,False
965174251.0,IT,72,7211.0,M,1,1,1,1,1,Collaborative,Collaborative,Partial,2016,2024.0,8.0,311596.25,0,12.649463558246493,,,,,,,False,False
908606276.0,ES,72,7211.0,M,1,1,1,1,1,Collaborative,Collaborative,Unknown,2019,2024.0,5.0,192510.0,0,12.167903379412671,1.603693069778945,1.2237754316221159,5.030739085188394,1.6094379124341003,6.133982709356153,-4.2204999999999995,True,True
998939951.0,DE,72,7219.0,M,1,1,1,1,1,SME,SME,Subsidiary,2019,2024.0,5.0,50000.0,0,10.819778284410283,,,,,6.443831140127837,,False,False
952906370.0,SE,27,2712.0,C,0,0,0,0,1,Collaborative,Collaborative,Subsidiary,2015,2025.0,10.0,147202.0,0,11.899561072141132,,,,,,,False,False
918397359.0,Other,20,2013.0,C,0,0,0,1,1,SME,SME,Subsidiary,2019,2025.0,6.0,50000.0,0,10.819778284410283,,,,,,,False,False
920035980.0,NO,3,311.0,A,0,0,0,0,0,Collaborative,Collaborative,Subsidiary,2017,2024.0,7.0,48506.5,0,10.789453088564171,,,,,,,False,False
911198892.0,Other,66,6619.0,K,0,0,1,0,0,Collaborative,Collaborative,Subsidiary,2018,2024.0,6.0,179375.0,0,12.097233865496023,0.7504909546860574,1.1536720658511368,8.881449033591624,3.970291913552122,9.549178736485514,13.376,True,True
916564932.0,DK,28,2899.0,C,0,0,0,0,1,SME,SME,Unknown,2017,2025.0,8.0,50000.0,0,10.819778284410283,,,,,,,False,False
935332783.0,FI,70,7022.0,M,0,0,1,0,1,Collaborative,Collaborative,Independent,2016,2024.0,8.0,34160.0,0,10.438810647902507,,,,,,,False,False
916207875.0,FR,20,2016.0,C,0,0,0,1,1,Other,Other,Partial,2017,2024.0,7.0,1492589.88,0,14.216023343541204,,,,,,,False,False
923971755.0,Other,59,5911.0,J,0,1,0,0,0,SME,SME,Subsidiary,2019,2024.0,5.0,50000.0,0,10.819778284410283,0.7674957657457462,1.0498221244986778,6.342818798734609,1.252762968495368,5.851043590130394,3.0685,True,True
901183739.0,NO,38,3821.0,E,0,0,0,0,0,Collaborative,Collaborative,Subsidiary,2020,2024.0,4.0,308339.5,0,12.638956727626455,0.2995050761895346,-0.4145313533459172,9.657961784045618,4.5254052175192285,11.32976546724306,-1.5353333333333332,True,True
952193226.0,FR,3,321.0,A,0,0,0,0,0,Collaborative,Collaborative,Unknown,2017,2011.0,-6.0,52375.0,0,10.866184657224439,,,,,,,False,False
916746225.0,IT,46,4675.0,G,0,0,0,0,0,Collaborative,Collaborative,Subsidiary,2017,2024.0,7.0,114100.0,0,11.644830535850167,,,,,,,False,False
919275209.0,IT,62,6202.0,J,0,1,1,1,1,Collaborative,Collaborative,Subsidiary,2017,2024.0,7.0,358312.5,0,12.789160789650738,,,,,,,False,False
938307676.0,DK,32,3250.0,C,0,0,0,0,0,SME,SME,Subsidiary,2019,2025.0,6.0,50000.0,0,10.819778284410283,,,,,,,False,False
