premium,ate
0.013987260778849014,0.0477934403429517
-0.004269405867019835,-0.05261957236643672
0.01558138631383385,0.09640703813577148
-0.007435337870249258,0.020518539332380892
0.0015685909227100368,0.011595547376876387
0.01207450348662998,0.037395401083724994
-0.0013441550492564527,0.05011680657668372
0.0022144584691458497,0.03356153128645433
0.020355773930643417,-0.0015355405680504163
0.01483989703743107,-0.007006336916331443
-0.0008951019864181162,0.04843897667041318
0.0028769228010293788,0.03469401923927995
0.006500468413386168,0.04483038992620632
0.0034304595643906382,0.004245646328840632
0.004757398794521632,0.041394334974890715
0.031431903504920436,0.060119573340872465
-0.003731168434491408,-0.02569972155359589
0.001370107309800344,0.03045777198935062
-0.011344154184015458,0.01931432665237391
0.008286841564205796,0.04109979218935433
-0.0035807079714196693,0.08693346349338911
-0.0027564633076068226,0.017989288884035507
-0.003112716117215617,-0.027751366173941243
0.01437223441951263,0.1152512679504247
-0.01804695381939876,0.08574262125329292
-0.007953141461929459,-0.0017274950749711045
-0.005156713144964034,-0.025821128154961313
-0.005430710855682062,0.03334021994510259
-0.0031525251120036873,-0.04461694517096399
-0.014113865089820314,0.016996079264998923
0.0031792744208185494,0.038834814096271444
-0.0081578633127572,-0.032093909984797594
-0.001666279908114389,-0.06078150752665475
-0.004128621653319824,0.004411741861689574
0.010916905581492234,0.09191265687437862
0.004820161727206285,0.0417886607188281
0.004730832683923061,-0.014817981009685628
0.012946558793545983,-0.024928939443126227
-0.010685781364746362,0.015350406554226587
0.0056750516475202115,0.044782929270620046
0.0074182410909626045,0.05250484864899987
-0.0037283905752469593,-0.053806939933446825
-0.013022968734689416,0.04979357227338727
-0.0017105852191446821,0.036322231449061736
0.007997432854189131,-0.028893994409423567
0.00867595635091301,-0.021223917270507
0.021507983224082497,0.07041969977065242
0.021929419197687594,0.05657292815751786
0.016644759584592606,0.07543600270275927
-0.0062921962988320805,0.03451208678799883
-0.004588287940718264,-0.03375247951450466
0.020812983404472005,0.051447524189733
0.01145287220844525,0.0885346527851825
