premium,ate
-0.004912373246954961,0.05140605925826358
-0.00833335990985188,-0.05346757151167269
-0.013063790042793733,0.09753841769490083
0.005354568033716336,0.020321211747525304
-0.0036095845115174992,0.01140333244630528
-0.010600551009588111,0.03087228110085099
-0.007969513646960517,0.04730823521683749
-0.02033370659976322,0.03212700174727283
-0.011132734080742893,-0.0016656101629854271
-0.016624844354037466,-0.007095333704702468
0.0020215403608999927,0.04947168148192294
-0.004353432289439872,0.034622073785222196
-0.016904070900771992,0.04520592590081074
-0.010020417814101979,0.00491551398228021
-0.01808743199983648,0.041710166461389454
-0.014851887205103484,0.05897383320770747
-0.03836170920711199,-0.025699135658950687
-0.005909384085490334,0.03118370316786159
-0.0030693467875706655,0.01911505978330793
-0.013520127485550398,0.03848011235292057
-0.0028311442280537363,0.08649080492310027
-0.009730563447242374,0.017490523142903818
-0.012557730610272287,-0.028158401338567094
-0.003968343088898055,0.1190663696492808
-0.005741586012885616,0.08515582371608597
-0.005843378834152271,-0.0013936224829541688
-0.014616782424060452,-0.025938146058058983
-0.005462149952653303,0.03378813588101341
-0.02329489604409031,-0.045598494363173835
-0.0016032037341715995,0.016441067345713413
-0.01178336387249503,0.0382355386560965
-0.026403994689609866,-0.03209820047626131
-0.022028236185948638,-0.06186072171122814
-0.009035025132682948,0.004272866379061677
-0.003664487619009865,0.09176166014327068
-0.00331008912845486,0.041756341238429175
-0.0036818620187885846,-0.015534699067866161
-0.009272909308416576,-0.02511943702205674
-0.006017054450167423,0.013770416649951362
-0.006221196564620134,0.04582132479272809
-0.008089013841389235,0.05277301522197208
-0.010548424833092936,-0.05517852807083745
-0.005584916281514654,0.04980600084379655
-0.005470071230176711,0.037015516554536325
-0.014143475001243178,-0.029117635090707788
-0.008228683091597876,-0.020918139984138124
-0.023797886051321528,0.07092273500298006
-0.007944578493706972,0.057017846028446034
-0.006223439453197324,0.07324587838470167
-0.01402974780915256,0.03126676687251393
-0.0010708650132337655,-0.033800260845069895
-0.005547048470087898,0.0514550267288593
-0.0057685095654507745,0.09081688854934805
-0.02180049665065014,0.05353213436740179
-0.016268346930562578,-0.0032207008788657358
-0.01498870300837601,0.001349127053595987
-0.0037039477490770217,0.06220657137111172
-0.006617534052381545,0.05374404464068211
-0.01375171998668205,0.024090243750008677
-0.0063142435739639985,0.10576502136399546
